id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count
id3748596,1,2/28/2016 13:18,2/28/2016 13:30,2
id1485244,1,2/24/2016 23:04,2/24/2016 23:15,1
id0002063,2,4/2/2016 20:48,4/2/2016 20:56,1
id0920470,2,4/12/2016 14:41,4/12/2016 14:46,1
id0487874,2,1/19/2016 10:11,1/19/2016 10:56,1
id1530336,2,3/24/2016 7:36,3/24/2016 7:50,1
id3466354,1,1/17/2016 11:49,1/17/2016 11:56,1
id1545867,2,3/17/2016 19:27,3/17/2016 19:34,1
id1196772,2,6/28/2016 12:08,6/28/2016 12:18,1
id3276198,2,3/14/2016 20:31,3/14/2016 20:36,1
id0739131,1,4/19/2016 21:37,4/19/2016 21:55,1
id1527676,1,3/7/2016 19:38,3/7/2016 19:54,2
id1146853,2,3/5/2016 2:59,3/5/2016 3:20,4
id1891863,1,4/11/2016 14:42,4/11/2016 15:17,1
id0238963,2,1/11/2016 12:42,1/11/2016 13:09,1
id0865346,1,4/3/2016 15:10,4/3/2016 15:44,1
id1641073,2,5/28/2016 18:55,5/28/2016 19:09,1
id0674512,1,4/11/2016 21:58,4/11/2016 22:16,1
id1709044,2,3/19/2016 11:23,3/19/2016 11:31,1
id1637128,2,2/13/2016 9:22,2/13/2016 9:25,1
id2166004,2,1/8/2016 22:03,1/8/2016 22:16,3
id3714906,1,3/1/2016 8:33,3/1/2016 8:40,1
id1002278,1,4/10/2016 1:17,4/10/2016 1:35,1
id2248491,2,4/10/2016 14:43,4/10/2016 14:49,5
id3813882,1,4/23/2016 4:12,4/23/2016 4:17,2
id0290690,2,5/27/2016 18:58,5/27/2016 19:02,1
id0872691,1,4/1/2016 17:08,4/1/2016 17:17,1
id3812360,2,5/31/2016 20:42,5/31/2016 20:51,1
id2111520,2,2/3/2016 20:15,2/3/2016 20:21,2
id2378477,2,2/19/2016 18:23,2/19/2016 18:32,1
id2653245,2,5/20/2016 1:33,5/20/2016 1:46,2
id3908396,2,6/28/2016 13:54,6/28/2016 14:01,2
id3105640,1,1/24/2016 20:35,1/24/2016 21:00,1
id1737882,2,4/25/2016 19:20,4/25/2016 19:34,1
id0998101,2,3/30/2016 20:29,3/30/2016 20:32,6
id0102349,2,5/16/2016 20:29,5/16/2016 20:45,2
id3355382,1,3/25/2016 5:56,3/25/2016 6:06,1
id3381901,1,4/4/2016 14:33,4/4/2016 15:06,1
id0214120,2,5/11/2016 13:03,5/11/2016 13:14,1
id1506453,1,6/16/2016 10:23,6/16/2016 11:10,1
id3259541,2,6/25/2016 16:09,6/25/2016 16:34,1
id2194188,2,6/10/2016 22:16,6/10/2016 22:26,1
id2042535,1,2/12/2016 12:36,2/12/2016 12:47,1
id2419613,1,6/15/2016 19:56,6/15/2016 20:14,1
id2695986,1,5/22/2016 0:59,5/22/2016 1:08,1
id3247633,1,6/29/2016 20:44,6/29/2016 20:57,1
id0194198,2,5/15/2016 14:44,5/15/2016 15:29,4
id0260905,1,1/13/2016 21:06,1/13/2016 21:18,1
id0398807,2,2/23/2016 14:50,2/23/2016 15:07,6
id1428415,1,2/14/2016 20:13,2/14/2016 20:28,1
id3920713,2,1/16/2016 17:56,1/16/2016 18:03,2
id1287069,1,1/12/2016 14:32,1/12/2016 14:52,2
id2654799,2,5/6/2016 4:23,5/6/2016 4:33,2
id1504893,1,1/11/2016 19:16,1/11/2016 19:30,1
id3838936,1,2/15/2016 0:21,2/15/2016 0:24,2
id3953004,2,6/3/2016 20:36,6/3/2016 20:42,5
id3539226,2,5/5/2016 2:49,5/5/2016 2:50,1
id1385785,1,4/1/2016 23:31,4/1/2016 23:50,1
id1647538,1,4/8/2016 19:54,4/8/2016 20:05,1
id3300666,2,5/13/2016 8:00,5/13/2016 8:05,1
id0763508,1,6/10/2016 18:53,6/10/2016 19:02,1
id1638050,1,4/11/2016 23:27,4/11/2016 23:38,1
id3468368,1,2/19/2016 7:22,2/19/2016 7:28,1
id0556588,2,2/15/2016 19:50,2/15/2016 19:57,5
id2975591,1,1/6/2016 12:26,1/6/2016 12:39,1
id1348785,1,1/21/2016 10:33,1/21/2016 10:39,1
id0938598,1,4/30/2016 3:58,4/30/2016 4:05,1
id1937745,2,3/7/2016 18:51,3/7/2016 18:58,2
id1245739,2,5/31/2016 22:34,5/31/2016 23:18,1
id3646418,1,5/18/2016 7:43,5/18/2016 8:05,1
id0610780,1,6/10/2016 8:14,6/10/2016 8:23,1
id1811004,1,1/13/2016 13:53,1/13/2016 14:05,1
id3034691,2,2/23/2016 7:28,2/23/2016 7:41,1
id0815381,2,6/24/2016 15:00,6/24/2016 15:03,1
id0257838,1,6/16/2016 19:18,6/16/2016 19:44,1
id0852257,2,6/14/2016 23:29,6/14/2016 23:48,1
id3193947,2,6/8/2016 21:27,6/8/2016 21:33,3
id0309774,2,1/14/2016 19:54,1/14/2016 19:57,4
id1611149,1,3/26/2016 19:07,3/26/2016 19:23,1
id1290138,1,6/4/2016 8:43,6/4/2016 8:52,1
id1719238,1,5/21/2016 2:41,5/21/2016 2:56,2
id0317057,1,5/3/2016 22:39,5/3/2016 23:02,1
id3307903,2,2/20/2016 4:03,2/21/2016 3:33,3
id0021343,2,3/17/2016 19:44,3/17/2016 20:02,1
id2276933,1,2/6/2016 17:12,2/6/2016 17:27,2
id2625436,2,4/26/2016 18:31,4/26/2016 18:38,1
id2799386,1,4/22/2016 21:30,4/22/2016 21:44,1
id3564443,2,4/21/2016 1:30,4/21/2016 1:34,1
id2566177,1,6/18/2016 8:00,6/18/2016 8:05,2
id0549263,2,2/23/2016 14:11,2/23/2016 14:31,2
id2835129,2,2/1/2016 17:45,2/1/2016 17:51,2
id2487895,1,6/16/2016 10:15,6/16/2016 10:30,1
id2067010,2,3/22/2016 12:36,3/22/2016 13:06,3
id2904998,2,6/23/2016 10:05,6/23/2016 10:24,1
id3405803,2,4/2/2016 14:34,4/2/2016 14:40,1
id0645865,2,1/1/2016 3:49,1/1/2016 3:52,2
id3545530,2,2/8/2016 9:12,2/8/2016 9:21,1
id2139965,1,1/8/2016 17:13,1/8/2016 17:24,2
id1801685,1,2/12/2016 20:59,2/12/2016 21:04,1
id2004798,2,6/12/2016 14:38,6/12/2016 14:57,2
id3131928,2,1/5/2016 20:50,1/5/2016 20:55,2
id0301361,1,4/19/2016 10:59,4/19/2016 11:07,1
id3709717,2,5/21/2016 9:14,5/21/2016 9:25,1
id0131920,2,2/13/2016 17:24,2/13/2016 17:56,1
id2873647,1,1/18/2016 12:54,1/18/2016 13:05,1
id3949616,1,4/28/2016 8:51,4/28/2016 9:05,1
id1773809,2,5/21/2016 19:23,5/21/2016 19:27,1
id3630882,1,1/17/2016 0:24,1/17/2016 0:32,2
id0868843,2,3/20/2016 13:55,3/20/2016 14:02,2
id3806962,2,1/1/2016 15:48,1/1/2016 15:53,6
id1256619,1,1/25/2016 3:24,1/25/2016 3:35,1
id3940741,1,1/26/2016 17:50,1/26/2016 18:04,1
id1135189,1,6/14/2016 9:27,6/14/2016 9:49,1
id0381402,1,4/21/2016 20:51,4/21/2016 21:04,2
id3607196,2,1/26/2016 11:22,1/26/2016 12:20,1
id0544194,1,6/9/2016 19:45,6/9/2016 19:51,1
id1138893,1,1/29/2016 12:21,1/29/2016 12:25,1
id0473184,2,1/14/2016 18:16,1/14/2016 18:19,6
id2672200,1,3/8/2016 10:59,3/8/2016 11:21,1
id2775619,1,1/9/2016 23:04,1/9/2016 23:19,2
id0779024,2,5/17/2016 17:32,5/17/2016 17:46,1
id2225999,2,3/17/2016 2:11,3/17/2016 2:22,2
id1001293,1,5/7/2016 1:40,5/7/2016 1:41,1
id2897593,2,6/4/2016 17:49,6/4/2016 18:01,1
id0320308,2,5/10/2016 19:15,5/10/2016 19:25,1
id0654976,2,5/21/2016 14:35,5/21/2016 14:38,1
id1378596,2,2/19/2016 18:00,2/19/2016 18:07,1
id3783986,1,6/24/2016 23:16,6/24/2016 23:25,1
id3609969,2,2/20/2016 16:13,2/20/2016 16:18,6
id0701532,1,3/17/2016 9:14,3/17/2016 9:42,1
id3887413,2,5/2/2016 8:43,5/2/2016 9:07,1
id0108955,1,5/7/2016 14:53,5/7/2016 15:03,4
id3275625,2,3/18/2016 10:28,3/18/2016 10:40,2
id3200728,2,3/3/2016 10:14,3/3/2016 10:32,1
id0965307,2,4/1/2016 2:46,4/1/2016 2:52,1
id0422722,2,5/11/2016 13:49,5/11/2016 14:12,6
id0020892,1,5/18/2016 11:50,5/18/2016 12:14,1
id2778242,1,2/13/2016 10:27,2/13/2016 10:33,1
id0851262,1,2/4/2016 14:54,2/4/2016 15:06,1
id3741701,2,6/26/2016 14:03,6/26/2016 14:48,1
id2512157,1,5/23/2016 7:50,5/23/2016 8:05,1
id1732495,2,6/17/2016 21:06,6/17/2016 21:26,2
id2742829,2,3/11/2016 23:23,3/11/2016 23:27,2
id1647735,2,6/4/2016 21:58,6/4/2016 22:13,1
id2657420,1,1/23/2016 0:06,1/23/2016 0:27,1
id1221003,2,5/22/2016 14:00,5/22/2016 14:03,2
id2930554,2,4/20/2016 11:28,4/20/2016 11:37,1
id2870933,2,4/1/2016 0:19,4/1/2016 0:22,2
id3129935,1,2/16/2016 13:48,2/16/2016 14:00,2
id0217206,2,3/24/2016 21:47,3/24/2016 21:56,1
id0249249,1,1/20/2016 1:22,1/20/2016 1:25,1
id3129705,2,1/6/2016 0:20,1/6/2016 0:24,1
id1556806,1,2/3/2016 7:23,2/3/2016 7:35,1
id2823249,2,4/12/2016 19:57,4/12/2016 20:10,1
id1937747,2,3/8/2016 7:36,3/8/2016 7:40,6
id1175263,1,4/16/2016 17:17,4/16/2016 17:29,1
id1999486,1,5/22/2016 15:55,5/22/2016 16:05,2
id1503926,1,2/11/2016 21:10,2/11/2016 21:23,1
id3885431,1,3/2/2016 23:41,3/3/2016 0:10,2
id2116614,2,4/4/2016 19:14,4/4/2016 19:17,1
id0704699,1,2/16/2016 15:51,2/16/2016 16:01,1
id0909228,1,5/8/2016 15:02,5/8/2016 15:17,1
id0846940,2,5/9/2016 14:07,5/9/2016 14:32,1
id2584470,1,6/10/2016 0:51,6/10/2016 1:07,1
id1936858,1,2/2/2016 18:16,2/2/2016 18:18,1
id2702727,1,3/4/2016 19:58,3/4/2016 20:07,1
id1074936,1,5/29/2016 23:55,5/30/2016 0:00,1
id1613182,2,2/25/2016 21:36,2/25/2016 21:56,1
id2310579,1,1/22/2016 11:11,1/22/2016 11:37,1
id3783123,2,1/25/2016 17:06,1/25/2016 17:32,5
id1979413,2,6/26/2016 18:35,6/26/2016 18:46,5
id0567555,2,1/13/2016 22:37,1/13/2016 22:53,3
id2034134,1,1/26/2016 10:10,1/26/2016 10:18,1
id3152592,2,2/25/2016 12:25,2/25/2016 12:30,2
id0856966,2,4/25/2016 10:50,4/25/2016 11:04,1
id2235544,1,1/12/2016 21:53,1/12/2016 21:57,1
id1623771,2,3/10/2016 11:33,3/10/2016 11:51,1
id3234283,2,3/21/2016 7:38,3/21/2016 7:43,1
id1559226,2,6/4/2016 16:50,6/4/2016 17:11,1
id0761430,2,6/5/2016 21:12,6/5/2016 21:19,2
id1174904,2,2/20/2016 21:20,2/20/2016 21:23,5
id2357219,2,6/8/2016 21:29,6/8/2016 21:48,1
id2560160,2,2/14/2016 10:59,2/14/2016 11:06,1
id0244490,2,3/12/2016 9:04,3/12/2016 9:26,1
id0476703,1,3/1/2016 16:31,3/1/2016 16:42,1
id0205616,2,6/20/2016 21:03,6/20/2016 21:06,1
id0015649,2,1/22/2016 23:11,1/22/2016 23:21,2
id1622754,2,2/1/2016 20:46,2/1/2016 21:20,1
id3523588,1,6/13/2016 20:56,6/13/2016 21:11,1
id0477521,1,2/19/2016 4:03,2/19/2016 4:12,1
id0132454,2,5/9/2016 14:08,5/9/2016 14:30,1
id0331003,2,4/15/2016 7:38,4/15/2016 7:41,1
id1381183,1,2/17/2016 7:30,2/17/2016 7:38,1
id3757027,2,6/5/2016 22:54,6/5/2016 23:06,1
id3843842,2,6/28/2016 23:31,6/28/2016 23:46,1
id1937195,1,6/16/2016 8:21,6/16/2016 8:44,1
id1111113,2,2/1/2016 14:47,2/1/2016 15:18,1
id2463093,2,1/17/2016 0:55,1/17/2016 1:13,1
id3514394,2,3/31/2016 12:06,3/31/2016 12:16,1
id0736521,1,4/16/2016 1:23,4/16/2016 1:29,2
id0153673,2,5/25/2016 8:00,5/25/2016 8:10,6
id0412621,1,4/9/2016 20:41,4/9/2016 20:57,1
id2084158,1,3/8/2016 11:54,3/8/2016 12:12,1
id0366084,2,5/8/2016 0:44,5/8/2016 0:50,1
id3823253,2,5/31/2016 13:40,5/31/2016 13:53,1
id2187774,2,5/19/2016 18:01,5/19/2016 18:32,3
id0564872,2,1/20/2016 19:23,1/20/2016 19:53,2
id2352567,1,4/12/2016 20:44,4/12/2016 20:58,1
id0554991,1,6/29/2016 19:57,6/29/2016 20:08,1
id2569084,1,2/5/2016 19:31,2/5/2016 19:39,1
id2807512,2,6/30/2016 16:32,6/30/2016 17:09,5
id1518507,1,4/21/2016 18:57,4/21/2016 19:19,1
id2305320,2,3/3/2016 21:41,3/3/2016 21:49,1
id3823668,2,4/25/2016 15:59,4/25/2016 16:03,3
id0037351,2,6/8/2016 19:16,6/8/2016 19:42,1
id0573653,1,4/20/2016 18:18,4/20/2016 18:36,1
id1388849,2,5/8/2016 11:28,5/8/2016 11:53,1
id1000147,2,6/10/2016 15:55,6/10/2016 15:59,1
id3033963,2,1/12/2016 0:29,1/12/2016 0:44,1
id3164647,1,3/9/2016 10:40,3/9/2016 10:48,2
id3177384,2,6/13/2016 18:15,6/13/2016 18:26,6
id2553221,1,2/16/2016 23:05,2/16/2016 23:21,2
id1904594,1,2/4/2016 12:25,2/4/2016 12:35,4
id1054281,2,1/10/2016 13:42,1/10/2016 13:53,1
id3763686,2,5/22/2016 11:48,5/22/2016 12:05,1
id1696276,1,1/5/2016 18:59,1/5/2016 19:10,3
id3908859,1,3/5/2016 0:01,3/5/2016 0:18,2
id1819147,2,1/8/2016 15:32,1/8/2016 15:42,1
id3454179,1,2/29/2016 10:38,2/29/2016 11:10,1
id0350661,1,5/22/2016 0:30,5/22/2016 1:02,2
id2426559,1,2/15/2016 19:01,2/15/2016 19:13,2
id1132903,1,5/11/2016 11:15,5/11/2016 11:48,1
id2920235,2,6/5/2016 1:00,6/5/2016 1:08,1
id2171557,2,3/13/2016 14:48,3/13/2016 15:01,4
id2826811,2,4/10/2016 21:52,4/10/2016 22:02,1
id1929994,1,5/26/2016 11:46,5/26/2016 11:55,1
id3614343,1,6/16/2016 23:42,6/16/2016 23:47,1
id0245800,2,5/12/2016 16:58,5/12/2016 17:23,5
id1212273,1,2/14/2016 17:34,2/14/2016 17:40,2
id3404596,2,3/2/2016 8:56,3/2/2016 9:05,6
id3171288,2,3/20/2016 20:31,3/20/2016 20:33,1
id2816240,1,4/17/2016 8:03,4/17/2016 8:17,1
id3505430,1,6/23/2016 20:29,6/23/2016 20:38,1
id0937319,1,2/9/2016 23:27,2/9/2016 23:30,1
id1354053,1,4/1/2016 16:30,4/1/2016 16:33,2
id3552614,1,2/26/2016 19:05,2/26/2016 19:21,1
id0194083,2,5/22/2016 21:42,5/22/2016 22:00,4
id3522352,1,3/16/2016 0:24,3/16/2016 0:34,1
id1951436,2,6/6/2016 20:02,6/6/2016 20:27,2
id2611097,2,5/27/2016 14:35,5/27/2016 15:04,1
id2623219,1,6/17/2016 8:38,6/17/2016 8:50,1
id3617577,2,3/26/2016 18:27,3/26/2016 18:33,5
id0808984,2,4/26/2016 19:52,4/26/2016 20:02,1
id3499387,1,1/25/2016 19:45,1/25/2016 19:54,1
id0265651,1,6/22/2016 16:46,6/22/2016 16:49,2
id0633954,1,4/6/2016 18:10,4/6/2016 18:42,1
id1046492,2,6/30/2016 16:44,6/30/2016 16:53,2
id3401416,2,2/14/2016 8:39,2/14/2016 8:49,1
id1213658,2,5/31/2016 21:15,5/31/2016 21:20,1
id0080798,2,6/20/2016 20:16,6/20/2016 20:26,1
id2403400,2,4/13/2016 11:27,4/13/2016 11:33,2
id3107458,1,6/23/2016 0:09,6/23/2016 0:15,1
id2833082,1,6/14/2016 9:03,6/14/2016 9:49,1
id2584444,1,4/9/2016 18:03,4/9/2016 18:11,2
id2523325,2,5/25/2016 13:42,5/25/2016 13:46,1
id3658881,2,2/23/2016 12:16,2/23/2016 12:51,2
id3084276,2,3/18/2016 19:48,3/18/2016 19:52,6
id1600477,1,5/22/2016 21:58,5/22/2016 22:11,1
id1890300,2,1/13/2016 17:57,1/13/2016 18:07,1
id0757676,1,5/25/2016 8:45,5/25/2016 8:49,1
id1818483,1,5/11/2016 0:42,5/11/2016 0:49,1
id2652837,1,4/19/2016 16:47,4/19/2016 16:54,3
id1456458,2,1/15/2016 18:42,1/15/2016 18:49,1
id2704068,2,3/5/2016 23:39,3/6/2016 0:05,1
id3955115,2,3/24/2016 17:03,3/24/2016 17:08,1
id0635524,2,4/4/2016 14:09,4/4/2016 14:33,1
id0711116,2,1/17/2016 22:47,1/17/2016 22:50,5
id1948930,2,4/23/2016 18:10,4/23/2016 18:15,1
id3480123,1,1/26/2016 17:22,1/26/2016 17:50,1
id2072841,2,6/7/2016 10:20,6/7/2016 10:43,1
id3633511,1,5/9/2016 23:05,5/9/2016 23:17,1
id2827889,1,3/19/2016 19:07,3/19/2016 19:31,2
id0556653,2,5/30/2016 13:33,5/30/2016 13:41,2
id0318778,1,2/17/2016 0:07,2/17/2016 0:50,1
id1922478,2,4/5/2016 13:18,4/5/2016 13:25,1
id1340693,1,1/8/2016 11:54,1/8/2016 11:58,1
id0461973,2,2/11/2016 12:08,2/11/2016 12:46,1
id1374613,1,4/20/2016 21:31,4/20/2016 21:53,1
id0620947,1,6/4/2016 17:36,6/4/2016 17:46,2
id0871223,1,3/14/2016 7:55,3/14/2016 8:08,1
id3631567,1,5/29/2016 1:20,5/29/2016 1:41,2
id0931156,1,6/21/2016 8:22,6/21/2016 8:36,1
id3307673,2,3/22/2016 6:31,3/22/2016 6:37,5
id1203658,2,5/21/2016 14:26,5/21/2016 14:45,1
id2695306,1,5/1/2016 2:12,5/1/2016 2:15,1
id0825711,2,6/27/2016 22:39,6/27/2016 22:52,1
id0606164,1,3/27/2016 20:05,3/27/2016 20:32,1
id0047550,1,5/17/2016 17:10,5/17/2016 17:33,1
id3770788,2,3/18/2016 19:52,3/18/2016 19:56,1
id0767781,1,5/9/2016 7:19,5/9/2016 7:28,1
id1179349,1,4/11/2016 9:31,4/11/2016 9:47,2
id0560934,1,6/13/2016 14:32,6/13/2016 15:04,1
id0972813,2,6/10/2016 9:22,6/10/2016 9:45,1
id1201454,2,1/3/2016 12:20,1/3/2016 12:23,1
id0744544,1,1/22/2016 22:44,1/22/2016 22:54,1
id0923913,2,6/3/2016 16:22,6/3/2016 16:33,1
id1761032,1,4/22/2016 9:11,4/22/2016 9:44,1
id1554407,2,1/20/2016 18:32,1/20/2016 18:47,2
id2438420,1,4/21/2016 18:59,4/21/2016 19:05,1
id1298927,2,4/3/2016 20:50,4/3/2016 20:58,1
id1256991,2,2/20/2016 0:59,2/20/2016 1:06,1
id0983980,1,6/4/2016 18:24,6/4/2016 18:37,1
id2456902,1,3/29/2016 7:14,3/29/2016 7:27,1
id1714757,1,4/3/2016 23:16,4/3/2016 23:31,4
id1014588,1,5/14/2016 21:52,5/14/2016 22:21,4
id1003405,2,6/2/2016 14:32,6/2/2016 14:46,6
id3885767,1,2/17/2016 17:20,2/17/2016 17:51,2
id2022146,2,1/25/2016 17:51,1/25/2016 18:06,1
id0885168,2,6/2/2016 21:44,6/2/2016 21:59,1
id3027389,1,5/6/2016 19:54,5/6/2016 19:59,1
id2772572,1,6/11/2016 1:32,6/11/2016 1:46,1
id3025140,2,5/27/2016 14:46,5/27/2016 14:50,2
id2862186,2,2/23/2016 8:00,2/23/2016 8:23,2
id1309210,1,1/26/2016 10:50,1/26/2016 11:03,1
id1928326,1,5/1/2016 3:54,5/1/2016 3:58,1
id3697489,1,1/13/2016 13:53,1/13/2016 14:08,1
id1790044,2,6/17/2016 7:47,6/17/2016 7:59,5
id1887303,2,1/5/2016 21:25,1/5/2016 21:35,1
id1978546,2,3/6/2016 14:34,3/6/2016 14:45,1
id1216848,2,4/17/2016 21:37,4/17/2016 21:56,5
id1088749,1,5/16/2016 12:18,5/16/2016 12:33,1
id1043917,2,6/16/2016 20:26,6/16/2016 20:52,1
id3923685,1,2/7/2016 1:50,2/7/2016 2:01,1
id1683694,1,5/7/2016 23:43,5/7/2016 23:50,3
id1715659,2,5/24/2016 20:22,5/24/2016 20:28,3
id0136242,1,1/11/2016 10:58,1/11/2016 11:10,1
id0408653,1,3/10/2016 22:43,3/10/2016 23:07,1
id2995631,2,6/28/2016 18:07,6/28/2016 18:20,1
id2024551,2,2/5/2016 9:33,2/5/2016 9:50,1
id0000967,2,2/27/2016 15:30,2/27/2016 15:35,1
id2674024,1,3/26/2016 14:43,3/26/2016 15:07,2
id2062480,2,2/4/2016 20:38,2/4/2016 21:10,1
id2039685,1,3/21/2016 22:02,3/21/2016 22:10,1
id1816342,2,1/19/2016 17:56,1/19/2016 18:11,1
id1537510,2,3/26/2016 8:19,3/26/2016 8:31,5
id3382236,2,1/23/2016 10:38,1/23/2016 10:44,5
id0984462,1,3/9/2016 14:47,3/9/2016 14:56,1
id3041176,2,5/13/2016 1:30,5/13/2016 1:42,2
id3358294,2,2/23/2016 16:35,2/23/2016 17:02,1
id0129235,1,3/5/2016 13:05,3/5/2016 13:16,2
id0965422,2,6/16/2016 17:05,6/16/2016 17:12,2
id0183040,2,6/4/2016 23:41,6/4/2016 23:50,2
id2699058,1,3/24/2016 19:42,3/24/2016 19:54,1
id3967576,1,4/7/2016 4:09,4/7/2016 4:17,1
id1497574,2,3/1/2016 18:42,3/1/2016 18:46,6
id3147615,2,5/10/2016 16:57,5/10/2016 17:04,3
id3765697,2,2/16/2016 19:57,2/16/2016 20:09,2
id3461680,2,6/1/2016 12:03,6/1/2016 12:36,1
id3855917,2,5/15/2016 1:15,5/15/2016 1:24,1
id1920009,1,3/7/2016 18:56,3/7/2016 19:14,1
id3581820,2,6/26/2016 1:28,6/26/2016 1:38,1
id3769681,1,3/18/2016 21:38,3/18/2016 21:46,2
id1122575,1,2/19/2016 11:26,2/19/2016 11:28,3
id3834849,1,4/26/2016 12:34,4/26/2016 12:43,1
id0498324,1,6/5/2016 15:19,6/5/2016 15:31,1
id2587992,1,6/15/2016 18:34,6/15/2016 19:15,1
id0801359,2,4/23/2016 23:31,4/23/2016 23:55,1
id2735670,2,1/30/2016 19:30,1/30/2016 19:33,6
id2941300,2,1/21/2016 7:27,1/21/2016 7:34,1
id3775412,2,2/22/2016 21:35,2/22/2016 21:40,1
id3452332,2,6/6/2016 18:59,6/6/2016 19:10,1
id2598729,2,3/5/2016 17:47,3/5/2016 17:51,1
id2762003,2,5/1/2016 11:22,5/1/2016 11:32,5
id3602048,1,1/2/2016 9:05,1/2/2016 9:21,1
id0159709,2,4/17/2016 8:42,4/17/2016 8:46,1
id0571618,1,5/30/2016 13:08,5/30/2016 13:15,2
id1454947,1,6/4/2016 23:43,6/4/2016 23:51,1
id1447105,1,2/1/2016 14:43,2/1/2016 14:52,1
id3914400,2,3/30/2016 8:31,3/30/2016 8:38,5
id2824917,2,6/30/2016 18:23,6/30/2016 18:33,6
id1922839,2,2/3/2016 18:49,2/3/2016 18:52,5
id1517243,2,4/28/2016 19:34,4/28/2016 19:52,1
id3066170,1,1/15/2016 14:54,1/15/2016 14:59,1
id1169619,1,4/18/2016 15:03,4/18/2016 15:20,4
id0944696,2,6/20/2016 17:25,6/20/2016 17:34,5
id2047925,1,6/22/2016 15:52,6/22/2016 16:16,1
id3471092,2,3/17/2016 18:12,3/17/2016 18:37,6
id1766678,1,1/10/2016 0:01,1/10/2016 0:11,1
id2018005,2,4/17/2016 1:44,4/17/2016 2:24,1
id0770935,2,6/2/2016 18:55,6/2/2016 19:01,2
id1437834,2,5/3/2016 10:28,5/3/2016 11:17,2
id2432732,2,1/11/2016 14:24,1/11/2016 14:29,1
id3077475,2,4/9/2016 18:27,4/9/2016 18:32,1
id3263580,2,5/21/2016 12:46,5/21/2016 12:46,2
id2590470,2,6/7/2016 11:40,6/7/2016 12:05,2
id3817092,1,3/20/2016 22:11,3/20/2016 22:28,1
id3918159,1,3/21/2016 17:43,3/21/2016 17:53,1
id1026973,1,6/25/2016 21:53,6/25/2016 22:05,1
id0972338,1,4/28/2016 8:47,4/28/2016 8:50,2
id0831844,1,4/16/2016 17:45,4/16/2016 17:52,1
id3964626,2,4/3/2016 13:16,4/3/2016 13:54,1
id2386155,2,1/24/2016 12:42,1/24/2016 12:54,1
id1272729,2,4/24/2016 1:59,4/24/2016 2:10,5
id2576834,2,6/2/2016 20:47,6/2/2016 21:03,1
id2730154,2,3/29/2016 22:39,3/29/2016 22:40,5
id1872397,1,6/5/2016 11:44,6/5/2016 11:56,1
id3223960,1,2/2/2016 19:37,2/2/2016 19:54,1
id1911726,1,5/17/2016 0:20,5/17/2016 0:30,1
id1160246,1,5/14/2016 3:56,5/14/2016 4:00,1
id2061313,2,5/21/2016 12:55,5/21/2016 13:07,1
id3308583,2,3/4/2016 11:34,3/4/2016 12:01,1
id1458308,2,3/23/2016 7:36,3/23/2016 7:53,1
id2029339,2,1/22/2016 14:13,1/22/2016 15:15,1
id3995989,2,4/22/2016 21:47,4/22/2016 22:00,2
id0533499,2,6/24/2016 11:26,6/24/2016 11:41,1
id3779756,1,6/12/2016 16:07,6/12/2016 16:40,1
id2768742,2,1/28/2016 6:44,1/28/2016 6:59,1
id2425126,2,1/10/2016 19:44,1/10/2016 19:54,1
id1676102,1,1/19/2016 20:41,1/19/2016 20:46,1
id2243401,1,3/30/2016 7:07,3/30/2016 7:25,1
id0835080,2,4/9/2016 13:10,4/9/2016 13:25,2
id3140569,2,3/18/2016 0:07,3/18/2016 0:21,2
id2448137,2,3/11/2016 23:57,3/12/2016 0:08,1
id3250285,2,1/11/2016 6:51,1/11/2016 6:58,1
id0941676,1,4/26/2016 21:23,4/26/2016 21:33,1
id0819471,2,2/11/2016 21:53,2/11/2016 22:04,5
id1053165,2,3/9/2016 15:50,3/9/2016 15:58,1
id2067435,1,3/26/2016 19:26,3/26/2016 19:43,1
id0048064,2,3/18/2016 8:48,3/18/2016 9:03,4
id3076182,1,6/19/2016 1:41,6/19/2016 1:53,1
id2624983,2,3/21/2016 15:11,3/21/2016 15:16,6
id3211344,1,1/16/2016 2:13,1/16/2016 2:16,1
id0447228,2,3/16/2016 12:14,3/16/2016 12:19,1
id2804134,1,4/17/2016 10:12,4/17/2016 10:15,1
id0780314,1,4/1/2016 19:24,4/1/2016 19:26,1
id2300050,1,3/8/2016 19:05,3/8/2016 19:38,2
id0632183,1,2/10/2016 20:12,2/10/2016 20:19,1
id3739543,1,3/17/2016 6:26,3/17/2016 6:33,1
id2401419,2,3/4/2016 21:35,3/4/2016 21:44,2
id2987313,2,1/1/2016 9:47,1/1/2016 9:49,1
id1804145,1,2/27/2016 16:37,2/27/2016 16:53,1
id2377925,2,6/12/2016 1:24,6/12/2016 1:33,1
id3560802,2,2/12/2016 15:14,2/12/2016 15:24,2
id0183870,2,3/2/2016 10:07,3/2/2016 10:13,1
id1757289,1,6/17/2016 20:17,6/17/2016 20:35,1
id1056653,2,1/19/2016 9:41,1/19/2016 9:58,1
id0326349,1,4/25/2016 8:19,4/25/2016 8:38,1
id1859727,2,2/9/2016 7:35,2/9/2016 7:42,1
id0769422,1,2/4/2016 22:12,2/4/2016 22:30,1
id2800526,2,2/5/2016 12:31,2/5/2016 12:38,1
